Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","1995","1995","m3","1117","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","1996","1996","m3","1119","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","1997","1997","m3","1105","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","1998","1998","m3","1169","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","1999","1999","m3","1196","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2000","2000","m3","1282","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2001","2001","m3","1331","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2002","2002","m3","1382","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2003","2003","m3","1435","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2004","2004","m3","1491","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2005","2005","m3","1548","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2006","2006","m3","1586","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2007","2007","m3","1625","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2008","2008","m3","1665","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2009","2009","m3","1705","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2010","2010","m3","1748","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2011","2011","m3","1808","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2012","2012","m3","1872","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2013","2013","m3","1872","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2014","2014","m3","2005","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2015","2015","m3","2075","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2016","2016","m3","2153","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5516","Production","1628","Wood fuel, non-coniferous","2017","2017","m3","2233","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","1993","1993","m3","39","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","1994","1994","m3","59","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","1995","1995","m3","59","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","1996","1996","m3","59","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","1997","1997","m3","59","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","1998","1998","m3","59","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","1999","1999","m3","59","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2000","2000","m3","59","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2001","2001","m3","59","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2002","2002","m3","59","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2003","2003","m3","59","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2004","2004","m3","59","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2005","2005","m3","59","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2006","2006","m3","59","Fp","Previous year"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2007","2007","m3","59","Fp","Previous year"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2008","2008","m3","59","Fp","Previous year"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2009","2009","m3","0","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2010","2010","m3","0.5","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2011","2011","m3","0.17","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2012","2012","m3","0.16","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2013","2013","m3","1","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2014","2014","m3","1","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2015","2015","m3","3","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2016","2016","m3","3","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2017","2017","m3","1","Fp","Previous year"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","1993","1993","1000 US$","4","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","1994","1994","1000 US$","5","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","1995","1995","1000 US$","5","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","1996","1996","1000 US$","5","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","1997","1997","1000 US$","5","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","1998","1998","1000 US$","5","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","1999","1999","1000 US$","5","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2000","2000","1000 US$","5","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2001","2001","1000 US$","5","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2002","2002","1000 US$","5","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2003","2003","1000 US$","5","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2004","2004","1000 US$","5","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2005","2005","1000 US$","5","F","FAO estimate"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2006","2006","1000 US$","5","Fp","Previous year"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2007","2007","1000 US$","5","Fp","Previous year"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2008","2008","1000 US$","5","Fp","Previous year"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2009","2009","1000 US$","0","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2010","2010","1000 US$","13","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2011","2011","1000 US$","6","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2012","2012","1000 US$","1","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2013","2013","1000 US$","4","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2014","2014","1000 US$","2","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2015","2015","1000 US$","7","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2016","2016","1000 US$","5","","Official data"
"FO","Forestry Production and Trade","22","Aruba","5622","Import Value","1629","Wood fuel, all species (export/import)","2017","2017","1000 US$","2","Fp","Previous year"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1961","1961","m3","24733","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1962","1962","m3","24933","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1963","1963","m3","25134","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1964","1964","m3","25338","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1965","1965","m3","25542","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1966","1966","m3","25749","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1967","1967","m3","25957","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1968","1968","m3","26167","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1969","1969","m3","26378","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1970","1970","m3","26592","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1971","1971","m3","26838","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1972","1972","m3","27551","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1973","1973","m3","27659","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1974","1974","m3","28885","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1975","1975","m3","30168","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1976","1976","m3","30383","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1977","1977","m3","30172","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1978","1978","m3","29683","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1979","1979","m3","28908","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1980","1980","m3","28821","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1981","1981","m3","29468","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1982","1982","m3","29453","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1983","1983","m3","29182","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1984","1984","m3","28505","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1985","1985","m3","28458","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1986","1986","m3","28467","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1987","1987","m3","28534","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1988","1988","m3","28773","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1989","1989","m3","28640","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1990","1990","m3","28817","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1991","1991","m3","29238","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1992","1992","m3","29590","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1993","1993","m3","29478","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1994","1994","m3","29825","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1995","1995","m3","30099","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1996","1996","m3","30225","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1997","1997","m3","30182","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1998","1998","m3","30619","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","1999","1999","m3","30869","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2000","2000","m3","31127","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2001","2001","m3","31343","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2002","2002","m3","31565","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2003","2003","m3","31793","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2004","2004","m3","32027","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2005","2005","m3","32268","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2006","2006","m3","32418","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2007","2007","m3","32573","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2008","2008","m3","32732","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2009","2009","m3","32896","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2010","2010","m3","32896","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2011","2011","m3","33187","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2012","2012","m3","33312","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2013","2013","m3","33441","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2014","2014","m3","33574","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2015","2015","m3","33711","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2016","2016","m3","33744","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5516","Production","1628","Wood fuel, non-coniferous","2017","2017","m3","33779","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2001","2001","m3","3100","","Official data"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2002","2002","m3","3100","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2003","2003","m3","3100","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2004","2004","m3","1","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2005","2005","m3","1","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2006","2006","m3","1043","*","Unofficial figure"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2007","2007","m3","77","*","Unofficial figure"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2008","2008","m3","42","*","Unofficial figure"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2009","2009","m3","42","Fp","Previous year"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2010","2010","m3","22","","Official data"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2011","2011","m3","43","","Official data"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2012","2012","m3","62","","Official data"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2013","2013","m3","438","","Official data"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2014","2014","m3","135","","Official data"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2015","2015","m3","466","","Official data"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2016","2016","m3","113","","Official data"
"FO","Forestry Production and Trade","12","Bahamas","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2017","2017","m3","113","Fp","Previous year"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2001","2001","1000 US$","90","","Official data"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2002","2002","1000 US$","90","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2003","2003","1000 US$","90","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2004","2004","1000 US$","80","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2005","2005","1000 US$","80","F","FAO estimate"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2006","2006","1000 US$","64","*","Unofficial figure"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2007","2007","1000 US$","29","*","Unofficial figure"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2008","2008","1000 US$","27","*","Unofficial figure"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2009","2009","1000 US$","27","Fp","Previous year"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2010","2010","1000 US$","10","","Official data"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2011","2011","1000 US$","26","","Official data"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2012","2012","1000 US$","38","","Official data"
"FO","Forestry Production and Trade","12","Bahamas","5622","Import Value","1629","Wood fuel, all species (export/import)","2013","2013","1000 US$","97","","Official data"
